PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,LUAS_WILAY,KEPADATAN,Latitude,Longitude
DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,55356.0,2.94,18856.0,-6.168331707351568,106.76112795999546
DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,39331.0,2.59,15207.0,-6.1819117467723,106.76009459806724
DKI JAKARTA,JAKARTA BARAT,KALIDERES,PEGADUNGAN,89881.0,7.58,11852.0,-6.133550157070283,106.70313125102763
DKI JAKARTA,JAKARTA BARAT,PAL MERAH,PALMERAH,77404.0,2.22,34839.0,-6.201051068899883,106.78941721508473
DKI JAKARTA,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,26713.0,0.59,45146.0,-6.1873566490266985,106.80332984887058
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,26604.0,0.77,34665.0,-6.220517774915646,106.87165002346445
DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,66547.0,4.24,15699.0,-6.172306729972608,106.74252590917713
DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,53207.0,4.29,12393.0,-6.196991185592173,106.73846311362367
DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,54909.0,4.59,11962.0,-6.207489994926807,106.75541332997052
DKI JAKARTA,JAKARTA SELATAN,TEBET,KEBON BARU,43498.0,1.28,33936.0,-6.233727972246126,106.86157660591248
